@RELATION unknow
@ATTRIBUTE at1 REAL
@ATTRIBUTE at2 REAL
@ATTRIBUTE at3 REAL
@ATTRIBUTE at4 REAL
@ATTRIBUTE at5 REAL
@ATTRIBUTE at6 REAL
@ATTRIBUTE at7 REAL
@ATTRIBUTE at8 REAL
@ATTRIBUTE at9 REAL
@ATTRIBUTE at10 REAL
@ATTRIBUTE at11 REAL
@ATTRIBUTE at12 REAL
@ATTRIBUTE at13 REAL
@ATTRIBUTE at14 REAL
@ATTRIBUTE at15 REAL
@ATTRIBUTE at16 REAL
@ATTRIBUTE class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@DATA
0.0, 59.0, 31.0, 70.0, 65.0, 87.0, 100.0, 100.0, 87.0, 75.0, 75.0, 51.0, 68.0, 25.0, 60.0, 0.0, 1
90.0, 100.0, 55.0, 76.0, 28.0, 46.0, 12.0, 14.0, 51.0, 0.0, 100.0, 19.0, 49.0, 20.0, 0.0, 2.0, 6
14.0, 78.0, 45.0, 100.0, 62.0, 71.0, 34.0, 39.0, 0.0, 14.0, 15.0, 8.0, 58.0, 8.0, 100.0, 0.0, 2
0.0, 85.0, 43.0, 100.0, 92.0, 96.0, 100.0, 59.0, 84.0, 21.0, 58.0, 0.0, 38.0, 29.0, 87.0, 34.0, 7
49.0, 100.0, 54.0, 67.0, 95.0, 32.0, 47.0, 0.0, 4.0, 11.0, 0.0, 58.0, 31.0, 94.0, 100.0, 94.0, 5
45.0, 77.0, 74.0, 100.0, 100.0, 87.0, 74.0, 58.0, 81.0, 40.0, 74.0, 6.0, 37.0, 0.0, 0.0, 11.0, 3
21.0, 94.0, 44.0, 73.0, 100.0, 100.0, 13.0, 100.0, 16.0, 80.0, 61.0, 66.0, 23.0, 33.0, 0.0, 0.0, 9
32.0, 88.0, 21.0, 100.0, 66.0, 94.0, 45.0, 65.0, 69.0, 54.0, 100.0, 29.0, 64.0, 3.0, 0.0, 0.0, 3
37.0, 90.0, 4.0, 97.0, 35.0, 57.0, 100.0, 22.0, 49.0, 0.0, 0.0, 33.0, 54.0, 72.0, 35.0, 100.0, 8
97.0, 82.0, 62.0, 100.0, 13.0, 69.0, 63.0, 59.0, 100.0, 88.0, 96.0, 41.0, 64.0, 1.0, 0.0, 0.0, 9
0.0, 53.0, 45.0, 68.0, 80.0, 90.0, 100.0, 100.0, 98.0, 75.0, 98.0, 50.0, 95.0, 25.0, 93.0, 0.0, 1
46.0, 84.0, 65.0, 46.0, 65.0, 9.0, 0.0, 0.0, 30.0, 29.0, 84.0, 57.0, 100.0, 94.0, 44.0, 100.0, 8
0.0, 88.0, 37.0, 100.0, 82.0, 90.0, 70.0, 46.0, 68.0, 0.0, 100.0, 3.0, 93.0, 30.0, 46.0, 38.0, 7
22.0, 100.0, 52.0, 98.0, 58.0, 62.0, 32.0, 33.0, 0.0, 13.0, 27.0, 9.0, 63.0, 5.0, 100.0, 0.0, 2
0.0, 91.0, 28.0, 100.0, 73.0, 91.0, 55.0, 46.0, 40.0, 0.0, 28.0, 8.0, 44.0, 38.0, 100.0, 45.0, 7
0.0, 97.0, 54.0, 100.0, 84.0, 70.0, 76.0, 35.0, 59.0, 0.0, 35.0, 15.0, 33.0, 39.0, 100.0, 41.0, 7
0.0, 94.0, 44.0, 100.0, 80.0, 86.0, 57.0, 43.0, 33.0, 0.0, 28.0, 2.0, 41.0, 38.0, 100.0, 44.0, 7
0.0, 62.0, 50.0, 81.0, 100.0, 100.0, 96.0, 87.0, 71.0, 64.0, 46.0, 43.0, 25.0, 21.0, 32.0, 0.0, 1
0.0, 99.0, 42.0, 100.0, 23.0, 75.0, 2.0, 50.0, 23.0, 27.0, 93.0, 43.0, 81.0, 25.0, 100.0, 0.0, 4
100.0, 93.0, 78.0, 95.0, 29.0, 100.0, 0.0, 82.0, 33.0, 70.0, 73.0, 45.0, 61.0, 0.0, 18.0, 1.0, 5
67.0, 86.0, 59.0, 66.0, 95.0, 26.0, 44.0, 0.0, 0.0, 30.0, 59.0, 63.0, 100.0, 98.0, 19.0, 100.0, 8
9.0, 95.0, 3.0, 60.0, 65.0, 67.0, 66.0, 8.0, 11.0, 0.0, 0.0, 61.0, 32.0, 91.0, 100.0, 100.0, 5
16.0, 81.0, 32.0, 63.0, 56.0, 30.0, 17.0, 0.0, 0.0, 36.0, 5.0, 79.0, 36.0, 99.0, 100.0, 100.0, 5
54.0, 85.0, 94.0, 100.0, 96.0, 61.0, 79.0, 22.0, 84.0, 0.0, 100.0, 32.0, 53.0, 52.0, 0.0, 58.0, 8
31.0, 92.0, 0.0, 52.0, 18.0, 0.0, 69.0, 6.0, 100.0, 53.0, 72.0, 100.0, 21.0, 100.0, 4.0, 49.0, 0
0.0, 89.0, 14.0, 72.0, 35.0, 59.0, 53.0, 12.0, 14.0, 0.0, 11.0, 64.0, 42.0, 97.0, 100.0, 100.0, 5
9.0, 78.0, 48.0, 100.0, 100.0, 94.0, 78.0, 63.0, 85.0, 36.0, 73.0, 6.0, 19.0, 0.0, 0.0, 29.0, 3
2.0, 100.0, 12.0, 84.0, 0.0, 57.0, 29.0, 37.0, 82.0, 48.0, 100.0, 52.0, 76.0, 27.0, 62.0, 0.0, 4
100.0, 92.0, 50.0, 75.0, 0.0, 77.0, 38.0, 100.0, 90.0, 95.0, 88.0, 60.0, 54.0, 31.0, 34.0, 0.0, 9
25.0, 77.0, 3.0, 60.0, 11.0, 0.0, 71.0, 4.0, 100.0, 57.0, 56.0, 100.0, 2.0, 66.0, 0.0, 11.0, 0
29.0, 66.0, 53.0, 100.0, 92.0, 91.0, 81.0, 52.0, 50.0, 18.0, 0.0, 0.0, 42.0, 6.0, 100.0, 6.0, 2
38.0, 96.0, 78.0, 100.0, 91.0, 82.0, 51.0, 60.0, 88.0, 35.0, 100.0, 4.0, 48.0, 0.0, 0.0, 5.0, 3
0.0, 96.0, 37.0, 100.0, 100.0, 89.0, 86.0, 43.0, 55.0, 0.0, 30.0, 0.0, 10.0, 38.0, 75.0, 41.0, 7
0.0, 25.0, 18.0, 50.0, 59.0, 75.0, 100.0, 100.0, 92.0, 80.0, 69.0, 54.0, 52.0, 27.0, 46.0, 0.0, 1
23.0, 97.0, 0.0, 53.0, 20.0, 6.0, 66.0, 0.0, 100.0, 35.0, 98.0, 84.0, 53.0, 100.0, 9.0, 81.0, 0
52.0, 100.0, 18.0, 64.0, 48.0, 36.0, 11.0, 0.0, 0.0, 19.0, 8.0, 67.0, 41.0, 97.0, 100.0, 98.0, 5
19.0, 77.0, 20.0, 44.0, 36.0, 0.0, 15.0, 7.0, 0.0, 52.0, 8.0, 88.0, 54.0, 99.0, 100.0, 100.0, 5
88.0, 86.0, 28.0, 74.0, 34.0, 100.0, 82.0, 91.0, 95.0, 54.0, 100.0, 16.0, 60.0, 0.0, 0.0, 12.0, 9
59.0, 72.0, 36.0, 100.0, 0.0, 72.0, 23.0, 36.0, 52.0, 0.0, 0.0, 1.0, 44.0, 27.0, 100.0, 55.0, 8
0.0, 100.0, 47.0, 86.0, 100.0, 79.0, 68.0, 52.0, 42.0, 23.0, 30.0, 0.0, 66.0, 25.0, 82.0, 40.0, 7
27.0, 85.0, 4.0, 57.0, 60.0, 58.0, 65.0, 18.0, 1.0, 0.0, 0.0, 50.0, 24.0, 95.0, 100.0, 100.0, 5
88.0, 64.0, 93.0, 100.0, 41.0, 87.0, 48.0, 61.0, 100.0, 70.0, 90.0, 31.0, 55.0, 0.0, 0.0, 4.0, 9
100.0, 71.0, 41.0, 62.0, 0.0, 83.0, 52.0, 100.0, 98.0, 80.0, 92.0, 49.0, 67.0, 19.0, 19.0, 0.0, 9
0.0, 38.0, 36.0, 54.0, 68.0, 78.0, 100.0, 100.0, 78.0, 75.0, 59.0, 50.0, 44.0, 25.0, 34.0, 0.0, 1
100.0, 100.0, 64.0, 96.0, 55.0, 68.0, 88.0, 92.0, 86.0, 66.0, 76.0, 28.0, 42.0, 1.0, 0.0, 0.0, 9
0.0, 90.0, 42.0, 100.0, 69.0, 78.0, 62.0, 39.0, 56.0, 0.0, 31.0, 3.0, 42.0, 29.0, 100.0, 34.0, 7
80.0, 80.0, 31.0, 75.0, 43.0, 100.0, 75.0, 75.0, 89.0, 39.0, 100.0, 4.0, 53.0, 0.0, 0.0, 3.0, 9
7.0, 60.0, 100.0, 79.0, 76.0, 100.0, 24.0, 71.0, 80.0, 36.0, 84.0, 0.0, 0.0, 14.0, 47.0, 50.0, 8
30.0, 96.0, 31.0, 62.0, 60.0, 26.0, 24.0, 0.0, 8.0, 35.0, 0.0, 76.0, 35.0, 100.0, 100.0, 100.0, 5
16.0, 94.0, 0.0, 60.0, 53.0, 50.0, 47.0, 0.0, 17.0, 11.0, 13.0, 70.0, 46.0, 100.0, 100.0, 96.0, 5
15.0, 92.0, 0.0, 96.0, 38.0, 47.0, 79.0, 0.0, 4.0, 8.0, 46.0, 58.0, 100.0, 100.0, 12.0, 86.0, 8
68.0, 55.0, 98.0, 94.0, 35.0, 100.0, 0.0, 65.0, 75.0, 80.0, 100.0, 61.0, 76.0, 20.0, 6.0, 0.0, 9
8.0, 68.0, 34.0, 37.0, 40.0, 0.0, 8.0, 0.0, 0.0, 43.0, 24.0, 72.0, 61.0, 87.0, 100.0, 100.0, 5
81.0, 76.0, 15.0, 100.0, 0.0, 65.0, 100.0, 33.0, 65.0, 0.0, 10.0, 28.0, 90.0, 64.0, 73.0, 94.0, 8
32.0, 92.0, 21.0, 49.0, 32.0, 4.0, 79.0, 0.0, 100.0, 41.0, 81.0, 82.0, 33.0, 100.0, 0.0, 66.0, 0
0.0, 94.0, 48.0, 98.0, 96.0, 100.0, 98.0, 68.0, 84.0, 32.0, 68.0, 0.0, 52.0, 30.0, 100.0, 30.0, 7
21.0, 74.0, 30.0, 100.0, 72.0, 77.0, 66.0, 36.0, 31.0, 2.0, 0.0, 14.0, 52.0, 24.0, 100.0, 0.0, 2
0.0, 51.0, 51.0, 75.0, 90.0, 100.0, 56.0, 92.0, 46.0, 66.0, 51.0, 40.0, 77.0, 15.0, 100.0, 0.0, 1
0.0, 43.0, 30.0, 54.0, 60.0, 77.0, 91.0, 100.0, 100.0, 84.0, 86.0, 56.0, 74.0, 28.0, 70.0, 0.0, 1
23.0, 83.0, 74.0, 49.0, 100.0, 13.0, 19.0, 0.0, 24.0, 35.0, 82.0, 66.0, 73.0, 100.0, 0.0, 84.0, 8
100.0, 100.0, 68.0, 78.0, 39.0, 55.0, 14.0, 32.0, 0.0, 5.0, 34.0, 0.0, 57.0, 23.0, 15.0, 19.0, 6
0.0, 61.0, 32.0, 81.0, 74.0, 100.0, 100.0, 93.0, 97.0, 69.0, 97.0, 46.0, 95.0, 23.0, 91.0, 0.0, 1
68.0, 93.0, 24.0, 82.0, 28.0, 39.0, 45.0, 3.0, 0.0, 0.0, 8.0, 66.0, 48.0, 99.0, 100.0, 100.0, 5
7.0, 100.0, 40.0, 89.0, 37.0, 48.0, 21.0, 9.0, 0.0, 0.0, 3.0, 40.0, 48.0, 58.0, 100.0, 65.0, 7
10.0, 58.0, 26.0, 99.0, 67.0, 100.0, 59.0, 57.0, 29.0, 22.0, 0.0, 0.0, 50.0, 7.0, 100.0, 0.0, 2
45.0, 65.0, 76.0, 96.0, 2.0, 100.0, 0.0, 72.0, 82.0, 79.0, 100.0, 49.0, 79.0, 11.0, 3.0, 0.0, 9
23.0, 100.0, 14.0, 76.0, 11.0, 41.0, 94.0, 35.0, 100.0, 51.0, 52.0, 71.0, 24.0, 35.0, 0.0, 0.0, 4
15.0, 100.0, 0.0, 76.0, 8.0, 50.0, 62.0, 47.0, 100.0, 62.0, 82.0, 57.0, 82.0, 28.0, 85.0, 0.0, 4
0.0, 20.0, 38.0, 56.0, 46.0, 100.0, 6.0, 81.0, 58.0, 56.0, 100.0, 24.0, 50.0, 0.0, 7.0, 15.0, 8
27.0, 87.0, 18.0, 44.0, 33.0, 0.0, 79.0, 0.0, 100.0, 42.0, 82.0, 85.0, 32.0, 100.0, 0.0, 66.0, 0
100.0, 100.0, 57.0, 78.0, 29.0, 51.0, 22.0, 19.0, 61.0, 0.0, 97.0, 21.0, 57.0, 40.0, 0.0, 35.0, 6
48.0, 100.0, 24.0, 75.0, 5.0, 40.0, 2.0, 5.0, 59.0, 0.0, 100.0, 26.0, 43.0, 30.0, 0.0, 5.0, 6
58.0, 81.0, 49.0, 74.0, 85.0, 95.0, 38.0, 100.0, 88.0, 73.0, 100.0, 35.0, 67.0, 0.0, 0.0, 0.0, 9
0.0, 92.0, 44.0, 100.0, 88.0, 91.0, 82.0, 66.0, 55.0, 44.0, 26.0, 23.0, 51.0, 6.0, 100.0, 0.0, 2
51.0, 100.0, 29.0, 82.0, 10.0, 60.0, 0.0, 35.0, 27.0, 20.0, 69.0, 22.0, 100.0, 25.0, 100.0, 0.0, 4
100.0, 90.0, 95.0, 100.0, 59.0, 70.0, 27.0, 38.0, 6.0, 5.0, 54.0, 0.0, 65.0, 27.0, 0.0, 18.0, 6
0.0, 63.0, 19.0, 73.0, 58.0, 97.0, 65.0, 100.0, 58.0, 73.0, 50.0, 48.0, 54.0, 22.0, 100.0, 0.0, 1
15.0, 100.0, 0.0, 68.0, 39.0, 37.0, 19.0, 0.0, 1.0, 45.0, 6.0, 89.0, 53.0, 97.0, 100.0, 99.0, 5
0.0, 22.0, 21.0, 46.0, 61.0, 73.0, 100.0, 100.0, 91.0, 88.0, 61.0, 59.0, 39.0, 30.0, 24.0, 0.0, 1
98.0, 76.0, 67.0, 100.0, 0.0, 92.0, 23.0, 66.0, 90.0, 74.0, 100.0, 53.0, 72.0, 22.0, 19.0, 0.0, 9
62.0, 76.0, 0.0, 100.0, 22.0, 68.0, 90.0, 37.0, 100.0, 0.0, 13.0, 8.0, 13.0, 47.0, 68.0, 81.0, 8
0.0, 100.0, 46.0, 100.0, 86.0, 84.0, 68.0, 43.0, 56.0, 0.0, 40.0, 9.0, 50.0, 34.0, 100.0, 34.0, 7
50.0, 81.0, 74.0, 100.0, 100.0, 75.0, 75.0, 43.0, 36.0, 20.0, 0.0, 28.0, 47.0, 23.0, 84.0, 0.0, 2
0.0, 81.0, 24.0, 100.0, 92.0, 97.0, 98.0, 52.0, 80.0, 5.0, 34.0, 0.0, 32.0, 23.0, 100.0, 33.0, 7
30.0, 93.0, 34.0, 78.0, 75.0, 100.0, 18.0, 95.0, 79.0, 75.0, 100.0, 37.0, 72.0, 5.0, 0.0, 0.0, 9
35.0, 100.0, 17.0, 68.0, 0.0, 36.0, 50.0, 37.0, 100.0, 36.0, 81.0, 58.0, 62.0, 35.0, 56.0, 0.0, 4
100.0, 100.0, 57.0, 97.0, 19.0, 74.0, 0.0, 44.0, 9.0, 13.0, 56.0, 0.0, 63.0, 20.0, 10.0, 20.0, 6
4.0, 97.0, 58.0, 78.0, 100.0, 97.0, 0.0, 100.0, 20.0, 84.0, 99.0, 63.0, 55.0, 29.0, 10.0, 0.0, 9
0.0, 95.0, 30.0, 100.0, 55.0, 80.0, 34.0, 52.0, 6.0, 27.0, 21.0, 5.0, 67.0, 0.0, 100.0, 3.0, 2
100.0, 90.0, 68.0, 100.0, 38.0, 74.0, 28.0, 38.0, 68.0, 43.0, 76.0, 15.0, 39.0, 0.0, 0.0, 8.0, 5
17.0, 84.0, 64.0, 100.0, 97.0, 82.0, 66.0, 55.0, 60.0, 40.0, 100.0, 23.0, 60.0, 0.0, 0.0, 6.0, 3
0.0, 80.0, 17.0, 100.0, 41.0, 99.0, 60.0, 83.0, 53.0, 52.0, 56.0, 20.0, 77.0, 7.0, 100.0, 0.0, 2
95.0, 68.0, 76.0, 100.0, 34.0, 78.0, 50.0, 39.0, 52.0, 0.0, 0.0, 6.0, 40.0, 39.0, 100.0, 60.0, 8
30.0, 96.0, 0.0, 50.0, 7.0, 1.0, 66.0, 0.0, 100.0, 42.0, 86.0, 91.0, 28.0, 100.0, 3.0, 57.0, 0
62.0, 60.0, 100.0, 76.0, 99.0, 100.0, 32.0, 93.0, 0.0, 69.0, 59.0, 53.0, 78.0, 28.0, 56.0, 0.0, 9
49.0, 78.0, 34.0, 60.0, 30.0, 18.0, 0.0, 0.0, 19.0, 39.0, 57.0, 73.0, 100.0, 100.0, 44.0, 82.0, 8
36.0, 100.0, 7.0, 89.0, 0.0, 53.0, 67.0, 41.0, 100.0, 57.0, 82.0, 74.0, 51.0, 38.0, 31.0, 0.0, 4
75.0, 100.0, 30.0, 81.0, 0.0, 36.0, 19.0, 0.0, 72.0, 14.0, 100.0, 58.0, 70.0, 98.0, 24.0, 74.0, 0
0.0, 82.0, 35.0, 100.0, 73.0, 84.0, 65.0, 46.0, 32.0, 19.0, 14.0, 23.0, 59.0, 16.0, 100.0, 0.0, 2
46.0, 75.0, 44.0, 100.0, 79.0, 90.0, 56.0, 44.0, 19.0, 6.0, 0.0, 6.0, 50.0, 10.0, 100.0, 0.0, 2
2.0, 78.0, 35.0, 98.0, 100.0, 100.0, 84.0, 65.0, 54.0, 32.0, 20.0, 0.0, 0.0, 29.0, 60.0, 33.0, 7
0.0, 51.0, 47.0, 70.0, 79.0, 100.0, 75.0, 82.0, 67.0, 46.0, 56.0, 11.0, 42.0, 2.0, 100.0, 0.0, 1
100.0, 77.0, 56.0, 100.0, 0.0, 78.0, 45.0, 57.0, 85.0, 80.0, 95.0, 40.0, 93.0, 0.0, 24.0, 7.0, 9
49.0, 78.0, 69.0, 100.0, 100.0, 95.0, 76.0, 72.0, 61.0, 46.0, 59.0, 18.0, 33.0, 0.0, 0.0, 12.0, 3
29.0, 80.0, 53.0, 100.0, 7.0, 70.0, 0.0, 49.0, 83.0, 48.0, 100.0, 65.0, 61.0, 33.0, 29.0, 0.0, 4
0.0, 47.0, 5.0, 25.0, 52.0, 0.0, 93.0, 30.0, 100.0, 75.0, 62.0, 100.0, 30.0, 63.0, 42.0, 22.0, 0
59.0, 54.0, 100.0, 82.0, 84.0, 100.0, 68.0, 62.0, 57.0, 24.0, 0.0, 0.0, 2.0, 0.0, 84.0, 4.0, 1
38.0, 72.0, 59.0, 100.0, 74.0, 99.0, 61.0, 57.0, 48.0, 16.0, 0.0, 3.0, 44.0, 0.0, 100.0, 2.0, 1
0.0, 47.0, 20.0, 61.0, 50.0, 80.0, 80.0, 100.0, 100.0, 96.0, 87.0, 64.0, 73.0, 32.0, 62.0, 0.0, 1
54.0, 100.0, 35.0, 79.0, 0.0, 49.0, 19.0, 40.0, 89.0, 38.0, 100.0, 65.0, 81.0, 32.0, 65.0, 0.0, 4
37.0, 89.0, 73.0, 100.0, 58.0, 72.0, 81.0, 59.0, 100.0, 29.0, 75.0, 2.0, 30.0, 0.0, 0.0, 23.0, 3
2.0, 78.0, 33.0, 100.0, 88.0, 97.0, 86.0, 71.0, 79.0, 41.0, 100.0, 11.0, 54.0, 0.0, 0.0, 4.0, 3
100.0, 100.0, 59.0, 86.0, 28.0, 58.0, 9.0, 28.0, 34.0, 0.0, 91.0, 9.0, 53.0, 23.0, 0.0, 9.0, 6
31.0, 92.0, 5.0, 50.0, 59.0, 42.0, 43.0, 0.0, 1.0, 3.0, 0.0, 63.0, 45.0, 92.0, 100.0, 100.0, 5
13.0, 76.0, 0.0, 33.0, 40.0, 0.0, 92.0, 20.0, 100.0, 67.0, 63.0, 100.0, 18.0, 68.0, 29.0, 24.0, 0
0.0, 100.0, 67.0, 100.0, 100.0, 80.0, 70.0, 43.0, 42.0, 4.0, 12.0, 0.0, 23.0, 30.0, 92.0, 35.0, 7
51.0, 97.0, 10.0, 75.0, 0.0, 32.0, 34.0, 0.0, 84.0, 15.0, 100.0, 56.0, 71.0, 92.0, 18.0, 100.0, 0
22.0, 70.0, 64.0, 98.0, 59.0, 100.0, 52.0, 62.0, 39.0, 25.0, 0.0, 0.0, 23.0, 4.0, 100.0, 5.0, 1
0.0, 100.0, 55.0, 94.0, 72.0, 63.0, 54.0, 31.0, 32.0, 0.0, 13.0, 8.0, 39.0, 28.0, 100.0, 27.0, 7
0.0, 93.0, 52.0, 100.0, 94.0, 87.0, 80.0, 63.0, 53.0, 42.0, 23.0, 20.0, 42.0, 3.0, 100.0, 0.0, 2
0.0, 100.0, 3.0, 100.0, 52.0, 99.0, 100.0, 100.0, 73.0, 86.0, 50.0, 57.0, 32.0, 27.0, 34.0, 0.0, 7
47.0, 87.0, 75.0, 100.0, 80.0, 73.0, 85.0, 54.0, 100.0, 31.0, 74.0, 8.0, 38.0, 0.0, 0.0, 5.0, 3
100.0, 100.0, 58.0, 81.0, 24.0, 56.0, 0.0, 28.0, 11.0, 0.0, 64.0, 3.0, 62.0, 25.0, 7.0, 25.0, 6
88.0, 95.0, 100.0, 100.0, 49.0, 73.0, 12.0, 42.0, 19.0, 10.0, 97.0, 0.0, 85.0, 18.0, 0.0, 17.0, 6
93.0, 100.0, 46.0, 78.0, 13.0, 51.0, 0.0, 21.0, 38.0, 0.0, 100.0, 8.0, 78.0, 28.0, 15.0, 22.0, 6
100.0, 100.0, 60.0, 85.0, 72.0, 61.0, 96.0, 91.0, 95.0, 59.0, 79.0, 24.0, 43.0, 1.0, 0.0, 0.0, 9
48.0, 84.0, 38.0, 41.0, 20.0, 0.0, 0.0, 14.0, 37.0, 51.0, 89.0, 81.0, 100.0, 100.0, 36.0, 84.0, 8
57.0, 100.0, 0.0, 75.0, 62.0, 40.0, 62.0, 0.0, 2.0, 15.0, 56.0, 53.0, 100.0, 93.0, 23.0, 95.0, 8
0.0, 81.0, 41.0, 100.0, 60.0, 72.0, 43.0, 35.0, 20.0, 0.0, 5.0, 35.0, 48.0, 49.0, 100.0, 48.0, 7
82.0, 100.0, 49.0, 85.0, 19.0, 61.0, 0.0, 34.0, 51.0, 36.0, 100.0, 51.0, 81.0, 27.0, 69.0, 0.0, 4
12.0, 89.0, 0.0, 48.0, 64.0, 45.0, 71.0, 0.0, 26.0, 8.0, 6.0, 59.0, 30.0, 100.0, 100.0, 98.0, 5
19.0, 94.0, 78.0, 100.0, 100.0, 82.0, 67.0, 50.0, 34.0, 20.0, 0.0, 0.0, 13.0, 31.0, 74.0, 33.0, 7
38.0, 68.0, 56.0, 100.0, 54.0, 50.0, 32.0, 8.0, 0.0, 0.0, 28.0, 16.0, 63.0, 2.0, 100.0, 8.0, 2
36.0, 88.0, 100.0, 100.0, 83.0, 93.0, 25.0, 76.0, 39.0, 53.0, 97.0, 45.0, 60.0, 17.0, 0.0, 0.0, 5
0.0, 59.0, 59.0, 78.0, 100.0, 100.0, 96.0, 94.0, 63.0, 71.0, 37.0, 47.0, 11.0, 23.0, 0.0, 0.0, 1
51.0, 67.0, 81.0, 100.0, 0.0, 89.0, 33.0, 50.0, 83.0, 13.0, 13.0, 0.0, 41.0, 34.0, 100.0, 62.0, 8
83.0, 100.0, 0.0, 91.0, 11.0, 65.0, 89.0, 76.0, 100.0, 95.0, 83.0, 65.0, 62.0, 33.0, 46.0, 0.0, 9
70.0, 100.0, 45.0, 91.0, 11.0, 60.0, 0.0, 23.0, 42.0, 0.0, 100.0, 4.0, 86.0, 32.0, 31.0, 27.0, 6
53.0, 80.0, 72.0, 100.0, 100.0, 79.0, 76.0, 52.0, 67.0, 28.0, 89.0, 8.0, 45.0, 0.0, 0.0, 2.0, 3
0.0, 100.0, 17.0, 100.0, 10.0, 74.0, 4.0, 48.0, 42.0, 29.0, 100.0, 44.0, 81.0, 25.0, 98.0, 0.0, 4
0.0, 42.0, 29.0, 62.0, 66.0, 82.0, 100.0, 100.0, 77.0, 76.0, 55.0, 51.0, 38.0, 25.0, 23.0, 0.0, 1
0.0, 100.0, 75.0, 94.0, 72.0, 59.0, 56.0, 22.0, 45.0, 0.0, 8.0, 32.0, 20.0, 43.0, 100.0, 41.0, 7
61.0, 88.0, 100.0, 100.0, 96.0, 81.0, 75.0, 60.0, 80.0, 36.0, 81.0, 13.0, 44.0, 0.0, 0.0, 1.0, 3
0.0, 94.0, 45.0, 100.0, 54.0, 68.0, 47.0, 34.0, 40.0, 0.0, 13.0, 29.0, 47.0, 41.0, 100.0, 46.0, 7
19.0, 92.0, 86.0, 100.0, 75.0, 99.0, 2.0, 84.0, 37.0, 68.0, 100.0, 50.0, 72.0, 16.0, 0.0, 0.0, 5
11.0, 77.0, 33.0, 100.0, 50.0, 79.0, 27.0, 52.0, 0.0, 28.0, 11.0, 7.0, 55.0, 3.0, 100.0, 0.0, 2
22.0, 73.0, 0.0, 49.0, 15.0, 0.0, 74.0, 10.0, 100.0, 56.0, 68.0, 100.0, 14.0, 87.0, 1.0, 36.0, 0
17.0, 56.0, 0.0, 27.0, 35.0, 0.0, 74.0, 5.0, 100.0, 47.0, 76.0, 95.0, 37.0, 100.0, 2.0, 76.0, 0
88.0, 100.0, 9.0, 93.0, 8.0, 45.0, 55.0, 0.0, 0.0, 6.0, 37.0, 50.0, 100.0, 84.0, 44.0, 99.0, 8
72.0, 86.0, 42.0, 100.0, 4.0, 67.0, 0.0, 27.0, 45.0, 1.0, 100.0, 14.0, 57.0, 27.0, 12.0, 0.0, 6
30.0, 79.0, 4.0, 66.0, 68.0, 31.0, 41.0, 0.0, 0.0, 28.0, 57.0, 64.0, 100.0, 100.0, 0.0, 92.0, 8
8.0, 91.0, 63.0, 100.0, 100.0, 82.0, 79.0, 55.0, 42.0, 31.0, 0.0, 11.0, 37.0, 1.0, 100.0, 0.0, 2
86.0, 95.0, 39.0, 100.0, 51.0, 75.0, 69.0, 85.0, 84.0, 51.0, 100.0, 17.0, 59.0, 0.0, 0.0, 9.0, 9
95.0, 59.0, 74.0, 100.0, 6.0, 96.0, 0.0, 52.0, 64.0, 59.0, 100.0, 70.0, 73.0, 26.0, 15.0, 0.0, 9
63.0, 100.0, 36.0, 65.0, 0.0, 30.0, 84.0, 36.0, 100.0, 63.0, 81.0, 79.0, 79.0, 39.0, 75.0, 0.0, 4
100.0, 91.0, 71.0, 100.0, 38.0, 83.0, 78.0, 87.0, 88.0, 70.0, 64.0, 42.0, 35.0, 18.0, 0.0, 0.0, 9
0.0, 39.0, 28.0, 50.0, 55.0, 65.0, 81.0, 85.0, 100.0, 100.0, 82.0, 69.0, 67.0, 35.0, 56.0, 0.0, 1
72.0, 68.0, 42.0, 100.0, 0.0, 68.0, 61.0, 34.0, 79.0, 0.0, 1.0, 16.0, 50.0, 53.0, 100.0, 88.0, 8
100.0, 100.0, 53.0, 99.0, 15.0, 61.0, 10.0, 16.0, 66.0, 0.0, 99.0, 32.0, 42.0, 45.0, 0.0, 20.0, 6
0.0, 25.0, 52.0, 58.0, 76.0, 98.0, 15.0, 100.0, 54.0, 64.0, 100.0, 29.0, 49.0, 0.0, 9.0, 28.0, 8
34.0, 100.0, 24.0, 100.0, 0.0, 53.0, 8.0, 4.0, 59.0, 0.0, 100.0, 34.0, 69.0, 68.0, 14.0, 69.0, 0
0.0, 73.0, 49.0, 82.0, 94.0, 100.0, 100.0, 86.0, 82.0, 65.0, 65.0, 43.0, 43.0, 22.0, 29.0, 0.0, 1
78.0, 100.0, 29.0, 88.0, 0.0, 52.0, 2.0, 10.0, 55.0, 0.0, 100.0, 26.0, 98.0, 67.0, 51.0, 77.0, 0
51.0, 91.0, 46.0, 56.0, 29.0, 15.0, 0.0, 0.0, 36.0, 33.0, 72.0, 64.0, 100.0, 100.0, 48.0, 92.0, 8
0.0, 69.0, 57.0, 88.0, 100.0, 100.0, 79.0, 80.0, 64.0, 60.0, 57.0, 40.0, 57.0, 20.0, 93.0, 0.0, 1
0.0, 90.0, 61.0, 100.0, 85.0, 83.0, 44.0, 64.0, 51.0, 48.0, 100.0, 32.0, 63.0, 13.0, 5.0, 0.0, 3
